release_year,production_companies,vote_average
2007,Anonymous Content,6.6015625
2007,ApolloProMovie & Co. 3. Filmproduktion,6.6015625
2007,Prodigy Pictures,5.69921875
2007,Metro-Goldwyn-Mayer (MGM),5.1015625
2007,Centropolis Film Productions,7.19921875
2007,TLA Releasing,5.3984375
2007,Boy Culture LLC,5.3984375
2007,Celluloid Dreams,6.69921875
2007,Hammer & Tongs,6.69921875
2007,Fox Searchlight Pictures,5.30078125
2007,Toei Animation,7.19921875
2007,Visual Art's/Key,7.19921875
2007,Danmarks Radio (DR),6.30078125
2007,Telepool,6.30078125
2007,Yleisradio,6.30078125
2007,AMC Pictures,6.30078125
2007,TV4 Sweden,6.30078125
2007,LargeLab,7.8984375
2007,Cicrus King Productions,7.30078125
2007,Another Mulligan Entertainment,7.30078125
2007,Village Roadshow Pictures,5.80078125
2007,Australian Film Finance Corporation,5.80078125
2007,Yari Film Group,4.1015625
2007,Creepy Film Productions,4.19921875
2007,Ingenious Film Partners,6.0
2007,ETIC Films,6.0
2007,Quinta Communications,6.0
2007,Dino De Laurentiis Company,6.0
2007,Zephyr Films,6.0
2007,Jigsaw Productions,5.19921875
2007,Tonic Films,5.30078125
2007,Freedom Films,5.30078125
2007,Emmett/Furla Films,5.30078125
2007,Worldwide Media Group,5.30078125
2007,Tau Productions,5.30078125
2007,Sony Pictures Home Entertainment,5.3984375
2007,Hood to Hood Productions,5.3984375
2007,XIT Financial Group,5.3984375
2007,Hanna-Barbera Productions,6.3984375
2007,Warner Bros. Animation,6.3984375
2007,Ingenious Film Partners,4.80078125
2007,Screen West Midlands,4.80078125
2007,UK Film Council,4.80078125
2007,DJ Films,4.80078125
2007,Film4,4.80078125
2007,Revolution Studios,4.8984375
2007,TriStar Pictures,4.8984375
2007,Carsey-Werner Company,4.8984375
2007,Brandman Productions,5.8984375
2007,Film Afrika,7.0
2007,Rogue Pictures,5.0
2007,Spyglass Entertainment,5.0
2007,Intrepid Pictures,5.0
2007,GFP Medienfonds,6.30078125
2007,Industrial Development Corporation of South Africa,6.30078125
2007,Studio Hamburg International Production,6.30078125
2007,Zweite Medienfonds German Filmproductions,6.30078125
2007,Brookstreet Pictures,5.3984375
2007,Sound Venture Productions,5.3984375
2007,Double Nickel Entertainment,5.80078125
2007,Templar Films,5.80078125
2007,Bauer Martinez Studios,5.80078125
2007,Gibraltar Films,5.80078125
2007,Lucky 50 Productions,5.80078125
2007,The Lab Of Madness,5.0
2007,Lions Gate Films,6.30078125
2007,Nordisk Film,4.6015625
2007,Ingenious Film Partners,4.6015625
2007,Capitol Films,4.6015625
2007,Potboiler Productions Ltd.,4.6015625
2007,BÃ³rd ScannÃ¡n na hÃ‰ireann,4.6015625
2007,Lionsgate,4.3984375
2007,Twisted Pictures,4.3984375
2007,Catacombs Productions,4.3984375
2007,Benedek Films,5.8984375
2007,Studio Canal,4.0
2007,Mandarin Film,4.0
2007,Levity Productions,6.69921875
2007,Huayi Brothers Media Corporation,7.30078125
2007,Three Angels Productions,6.5
2007,uFilm,5.6015625
2007,Le Tax Shelter du Gouvernement FÃ©dÃ©ral de Belgique,5.6015625
2007,Entertainment Motion Pictures,5.6015625
2007,Umedia,5.6015625
2007,HCC Media Group,5.6015625
2007,Atlas Entertainment,5.6015625
2007,Mosaic Media Group,5.6015625
2007,Universal Studios Home Entertainment Family Productions,5.1015625
2007,The Hatchery,5.1015625
2007,BBC,5.80078125
2007,Stan Winston Productions,4.69921875
2007,Odyssey Entertainment,4.69921875
2007,Isle of Man Film Commission,4.69921875
2007,SWFX,4.69921875
2007,Whenua Films,6.8984375
2007,Hollywood Pictures,4.5
2007,Sarah James Productions,4.5
2007,Pariah,4.5
2007,ImpÃ©ria,4.69921875
2007,Bac Films,4.69921875
2007,Imagi Animation Studios,6.8984375
2007,Madhouse,6.8984375
2007,FidÃ©litÃ© Productions,5.19921875
2007,FOZ,5.19921875
2007,SCOPE Invest,5.19921875
2007,Virtual Films,5.19921875
2007,Poisson Rouge Pictures,5.19921875
2007,ElzÃ©vir Films,7.3984375
2007,Cannes Film Festival,7.3984375
2007,Pallas Film,7.0
2007,Samsa Film,7.0
2007,IPSO Facto Films,7.0
2007,Radio TÃ©lÃ©vision Belge Francophone,7.0
2007,Centre National de la CinÃ©matographie,6.3984375
2007,Meno Films,6.3984375
2007,MK2 Productions,6.3984375
2007,Maurice Devereaux Productions,4.19921875
2007,LadobleA,7.30078125
2007,Kibble Productions,4.8984375
2007,TÃ©lÃ©film Canada,5.8984375
2007,Shadow Shows,5.8984375
2007,Corvid Pictures,5.8984375
2007,Thema Production,5.3984375
2007,Peace Arch Films,5.3984375
2007,Lions Gate Films,6.69921875
2007,"Tyler Perry Company, The",6.69921875
2007,Davis Entertainment,5.3984375
2007,Disney Channel,5.3984375
2007,Persistent Entertainment,5.5
2007,Mirror Cube Films,5.5
2007,The Mark Gordon Company,6.8984375
2007,Pelagius Film,6.8984375
2007,"Motion Picture Group, The",6.19921875
2007,Levity Productions,6.6015625
2007,Levity Entertainment Group,6.6015625
2007,Gaumont,4.6015625
2007,20th Century Fox Television,7.30078125
2007,Raw Feed,5.1015625
2007,K2 SA,4.30078125
2007,Film Afrika Worldwide,4.30078125
2007,Gaumont International,4.30078125
2007,uFilm,4.30078125
2007,"Asylum, The",1.5
2007,23/5 Filmproduktion,6.30078125
2007,Dark Horse Entertainment,6.0
2007,Image Entertainment,6.0
2007,September Dawn,5.69921875
2007,Voice Pictures,5.69921875
2007,Black Diamond Pictures,5.69921875
2007,New Line Cinema,5.0
2007,Pacific Entertainment Group,5.19921875
2007,Et Cetera Films,6.30078125
2007,Two Roads Entertainment,6.30078125
2007,Fillmore,6.30078125
2007,Screen Gems,7.0
2007,BraxtanFILM,5.5
2007,20th Century Fox,5.80078125
2007,British Broadcasting Corporation (BBC),6.19921875
2007,Granada Television,6.19921875
2007,Disney Channel,4.80078125
2007,Upload Films,6.3984375
2007,Muskat Filmed Properties,6.3984375
2007,A Lucky Old Sun Production,6.3984375
2007,Theatre Junkies,6.1015625
2007,Ascension Pictures,4.80078125
2007,Red Cam Studios,4.80078125
2007,Middle Link,4.80078125
2007,BIM Distribuzione,5.5
2007,Filmstiftung Nordrhein-Westfalen,5.5
2007,PathÃ© Distribution,5.5
2007,Polish Film Institute,5.5
2007,Tornasol Films,5.5
2007,Walt Disney Pictures,7.80078125
2007,Walt Disney Animation Studios,7.80078125
2007,New Line Cinema,4.8984375
2007,Red Envelope Entertainment,7.30078125
2007,NetFlix,7.30078125
2007,Sixth Way Productions,7.30078125
2007,The Claw,7.30078125
2007,Anacol Productions Inc.,7.30078125
2007,Brightlight Pictures Inc.,5.0
2007,TVA Films,5.0
2007,TF1 Films Production,5.80078125
2007,EuropaCorp.,5.80078125
2007,MP Productions,5.80078125
2007,Nadiadwala Grandsons,6.3984375
2007,Neo Art & Logic,6.3984375
2007,Quiet Man Productions,6.3984375
2007,The Film Company,6.30078125
2007,Abnormal Pictures,4.19921875
2007,K5 Film,4.19921875
2007,Scott Rudin Productions,5.8984375
2007,Odd Lot Entertainment,2.900390625
2007,HBO Films,6.30078125
2007,W B I Films,6.30078125
2007,Rocket Science Inc.,6.30078125
2007,Duly Noted,6.30078125
2007,Universal Pictures,5.6015625
2007,Beacon Communications,5.6015625
2007,Walt Disney Studios Home Entertainment,4.8984375
2007,Disney Channel,4.8984375
2007,MTV Films,5.0
2007,Paramount Classics,5.0
2007,Van Worden,6.0
2007,SPAD Films,5.30078125
2007,KL Productions,5.30078125
2007,Alter Films,5.30078125
2008,DC Comics,8.1015625
2008,Legendary Pictures,8.1015625
2008,Warner Bros.,8.1015625
2008,Syncopy,8.1015625
2008,Walt Disney Pictures,7.6015625
2008,Pixar Animation Studios,7.6015625
2008,Marvel Studios,7.30078125
2008,Twentieth Century Fox Film Corporation,7.19921875
2008,M6 Films,7.19921875
2008,Canal+,7.19921875
2008,TPS Star,7.19921875
2008,Grive Productions,7.19921875
2008,Lucasfilm,5.6015625
2008,Paramount Pictures,5.6015625
2008,Summit Entertainment,5.80078125
2008,Maverick Films,5.80078125
2008,Imprint Entertainment,5.80078125
2008,Goldcrest Pictures,5.80078125
2008,Temple Hill Entertainment,5.80078125
2008,Eon Productions,6.0
2008,DreamWorks Animation,6.80078125
2008,"Summit Entertainment, LLC",5.8984375
2008,Alloy Entertainment,5.8984375
2008,Goldcrest Pictures,5.8984375
2008,Universal Pictures,6.19921875
2008,Internationale Filmproduktion Richter,6.19921875
2008,Playtone,6.19921875
2008,Relativity Media,6.19921875
2008,Littlestar,6.19921875
2008,Paramount Pictures,7.19921875
2008,Warner Bros.,7.19921875
2008,"Kennedy/Marshall Company, The",7.19921875
2008,Universal Pictures,5.1015625
2008,China Film Co-Production Corporation,5.1015625
2008,Relativity Media,5.1015625
2008,Alphaville Films,5.1015625
2008,"Sommers Company, The",5.1015625
2008,Universal Pictures,6.1015625
2008,Marvel Studios,6.1015625
2008,Valhalla Motion Pictures,6.1015625
2008,MVL Incredible Productions,6.1015625
2008,Village Roadshow Pictures,7.6015625
2008,Malpaso Productions,7.6015625
2008,Gerber Pictures,7.6015625
2008,Warner Bros.,7.6015625
2008,Double Nickel Entertainment,7.6015625
2008,DreamWorks Animation,6.1015625
2008,Universal Pictures,6.3984375
2008,Dark Horse Entertainment,6.3984375
2008,Lawrence Gordon Productions,6.3984375
2008,Mid Atlantic Films,6.3984375
2008,Relativity Media,6.3984375
2008,Dune Entertainment,5.8984375
2008,Hypnotic,5.8984375
2008,New Regency Pictures,5.8984375
2008,New Line Cinema,5.69921875
2008,Walden Media,5.69921875
2008,Universal Pictures,6.30078125
2008,Spyglass Entertainment,6.30078125
2008,Bazelevs Production,6.30078125
2008,Kickstart Productions,6.30078125
2008,Marc Platt Productions,6.30078125
2008,DisneyToon Studios,6.69921875
2008,Walt Disney Animation Studios,6.69921875
2008,Prana Animation Studios,6.69921875
2008,Celador Films,7.5
2008,Warner Bros.,7.5
2008,Film4,7.5
2008,Europa Corp,5.8984375
2008,TF1 Films Production,5.8984375
2008,Grive Productions,5.8984375
2008,EuropaCorp,5.8984375
2008,United Artists,6.6015625
2008,Achte Babelsberg Film,6.6015625
2008,Metro-Goldwyn-Mayer (MGM),6.6015625
2008,Bad Hat Harry Productions,6.6015625
2008,Centropolis Entertainment,5.19921875
2008,Legendary Pictures,5.19921875
2008,Warner Bros.,5.19921875
2008,Moonlighting Films,5.19921875
2008,The Department of Trade and Industry of South Africa,5.19921875
2008,Columbia Pictures,6.0
2008,Weed Road Pictures,6.0
2008,Forward Pass,6.0
2008,Relativity Media,6.0
2008,Overbrook Entertainment,6.0
2008,Summit Entertainment,7.19921875
2008,Kingsgate Films,7.19921875
2008,Grosvenor Park Media Ltd.,7.19921875
2008,Voltage Pictures,7.19921875
2008,Film Capital Europe Funds (FCEF ),7.19921875
2008,Twentieth Century Fox Film Corporation,5.80078125
2008,Regency Enterprises,5.80078125
2008,Mosaic Media Group,5.80078125
2008,21 Laps Entertainment,5.80078125
2008,Penn Station Entertainment,5.80078125
2008,Walt Disney,6.1015625
2008,Walden Media,6.1015625
2008,Stillking Films,6.1015625
2008,Ozumi Films,6.1015625
2008,Propeler,6.1015625
2008,DreamWorks SKG,6.3984375
2008,Goldcrest Pictures,6.3984375
2008,Red Hour Films,6.3984375
2008,Internationale Filmproduktion Stella-del-Sud Second,6.3984375
2008,DreamWorks SKG,6.19921875
2008,K/O Paper Products,6.19921875
2008,Goldcrest Pictures,6.19921875
2008,KMP Film Invest,6.19921875
2008,Miramax Films,7.6015625
2008,BBC Films,7.6015625
2008,Heyday Films,7.6015625
2008,Rogue Marble,6.19921875
2008,Nu Image Films,6.19921875
2008,Lionsgate,6.19921875
2008,Millennium Films,6.19921875
2008,Emmett/Furla Films,6.19921875
2008,Universal Pictures,5.8984375
2008,Cruise/Wagner Productions,5.8984375
2008,Impact Pictures,5.8984375
2008,Relativity Media,5.8984375
2008,Scion Films,5.8984375
2008,Summit Entertainment,6.3984375
2008,Offspring Entertainment,6.3984375
2008,Touchstone Pictures,6.3984375
2008,Twentieth Century Fox Film Corporation,5.1015625
2008,Dune Entertainment III,5.1015625
2008,Earth Canada Productions,5.1015625
2008,Hammerhead Productions,5.1015625
2008,3 Arts Entertainment,5.1015625
2008,Bold Films,4.30078125
2008,ApolloMovie Beteiligungs,4.30078125
2008,Film Afrika Worldwide,4.30078125
2008,Sony Pictures Home Entertainment,4.30078125
2008,Columbia Pictures,7.3984375
2008,Escape Artists,7.3984375
2008,Relativity Media,7.3984375
2008,Overbrook Entertainment,7.3984375
2008,Paramount Pictures,6.3984375
2008,Bad Robot,6.3984375
2008,Walt Disney Pictures,6.30078125
2008,Walt Disney Animation Studios,6.30078125
2008,Universal Pictures,6.30078125
2008,Apatow Productions,6.30078125
2008,Bazmark Films,6.30078125
2008,Ingenious Film Partners,6.30078125
2008,Twentieth Century Fox Film Corporation,6.30078125
2008,Dune Entertainment III,6.30078125
2008,ScreenWest,6.30078125
2008,The Zanuck Company,6.30078125
2008,Heyday films,6.30078125
2008,Warner Bros.,6.30078125
2008,Sunswept Entertainment,6.80078125
2008,Dune Entertainment III,6.80078125
2008,Scott Free Productions,6.5
2008,De Line Pictures,6.5
2008,Warner Bros.,6.5
2008,Mike Zoss Productions,6.30078125
2008,Studio Canal,6.30078125
2008,Relativity Media,6.30078125
2008,Focus Features,6.30078125
2008,Working Title Films,6.30078125
2008,Spyglass Entertainment,6.1015625
2008,Fox 2000 Pictures,6.1015625
2008,Dune Entertainment III,6.1015625
2008,New Line Cinema,5.80078125
2008,Internationale Filmproduktion Blackbird Erste,5.80078125
2008,Columbia Pictures,6.5
2008,Relativity Media,6.5
2008,Atlas Entertainment,6.3984375
2008,Mosaic Media Group,6.3984375
2008,Omnilab Media,6.3984375
2008,Relativity Media,6.3984375
2008,Skyline (Baker St),6.3984375
2008,Columbia Pictures,6.6015625
2008,Mosaic Media Group,6.6015625
2008,Gary Sanchez Productions,6.6015625
2008,Relativity Media,6.6015625
2008,Apatow Productions,6.6015625
2008,Universal Pictures,6.5
2008,StudioCanal,6.5
2008,Working Title Films,6.5
2008,Ringerike Erste Filmproduktion,6.5
2008,De Line Pictures,5.30078125
2008,Warner Bros.,5.30078125
2008,Summit Entertainment,6.5
2008,Mandalay Pictures,6.5
2008,Baumgarten Management and Productions (BMP),6.5
2008,Columbia Pictures,6.6015625
2008,Apatow Productions,6.6015625
2008,Saturn Films,7.0
2008,Wild Bunch,7.0
2008,Protozoa Pictures,7.0
2008,Top Rope,7.0
2008,Walt Disney Pictures,5.80078125
2008,Happy Madison Productions,5.80078125
2008,Gunn Films,5.80078125
2008,Lionsgate,5.5
2008,MHF Zweite Academy Film,5.5
2008,Marvel Knights,5.5
2008,Valhalla Motion Pictures,5.5
2008,SGF Entertainment,5.5
2008,Dune Entertainment,5.30078125
2008,Firm Films,5.30078125
2008,Collision Entertainment,5.30078125
2008,Abandon Entertainment,5.30078125
2008,Foxtor Productions,5.30078125
2008,Regency Enterprises,6.0
2008,Castel Film Romania,6.0
2008,ASAF,6.0
2008,New Regency Pictures,6.0
2008,Luna Pictures,6.0
2008,Columbia Pictures,6.19921875
2008,Original Film,6.19921875
2008,Kanzaman,6.19921875
2008,Relativity Media,6.19921875
2008,Art In Motion,6.19921875
2008,Blue Askew,6.0
2008,View Askew Productions,6.0
2008,Village Roadshow Pictures,5.8984375
2008,Atlas Entertainment,5.8984375
2008,Mosaic Media Group,5.8984375
2008,Mad Chance,5.8984375
2008,Warner Bros.,5.8984375
2008,Universal Pictures,6.30078125
2008,Internationale Filmproduktion Stella-del-SÃ¼d,6.30078125
2008,Relativity Media,6.30078125
2008,New Regency Pictures,6.30078125
2008,WideAwake,6.30078125
2008,Universal Pictures,4.30078125
2008,ApolloMovie Beteiligungs,4.30078125
2008,Film Afrika Worldwide,4.30078125
2008,"Sommers Company, The",4.30078125
2008,Imagine Entertainment,6.80078125
2008,Universal Pictures,6.80078125
2008,Working Title Films,6.80078125
2008,Walt Disney Pictures,6.1015625
2008,Studio Babelsberg,7.1015625
2008,FilmfÃ¶rderanstalt (FFA),7.1015625
2008,The Weinstein Company,7.1015625
2008,Filmstiftung Nordrhein-Westfalen,7.1015625
2008,Mirage Enterprises,7.1015625
2008,StudioCanal,5.3984375
2008,M6 Films,5.3984375
2008,Canal+,5.3984375
2008,CinÃ©CinÃ©ma,5.3984375
2008,Babylon,5.3984375
2008,Filmax,5.6015625
2008,Canonigo Films,5.6015625
2008,Blueprint Pictures,7.30078125
2008,Scion Films,7.30078125
2008,Film4,7.30078125
2008,Focus Features,7.30078125
2008,Twins Financing,7.30078125
2008,Imagine Entertainment,7.1015625
2008,Malpaso Productions,7.1015625
2008,Relativity Media,7.1015625
2008,Paramount Pictures,6.19921875
2008,The Kennedy/Marshall Company,6.19921875
2008,New Line Cinema,6.0
2008,Team Todd,5.19921875
2008,Blumhouse Productions,5.19921875
2008,Yari Film Group (YFG),5.19921875
2008,Universal Pictures,6.30078125
2008,Studio Canal,6.30078125
2008,Relativity Media,6.30078125
2008,Working Title Films,6.30078125
2008,Pantry Films,6.8984375
2008,Stage 6 Films,6.8984375
2008,Tooley Productions,6.8984375
2008,DreamWorks Animation,6.3984375
2008,Fox Searchlight Pictures,6.19921875
2008,Regency Enterprises,6.19921875
2008,Dune Entertainment III,6.19921875
2008,Emmett/Furla Films,6.19921875
2008,Columbia Pictures,6.3984375
2008,Mandate Pictures,6.3984375
2008,Depth of Field,6.3984375
2008,Screen Gems,6.3984375
2008,New Line Cinema,5.30078125
2008,Spyglass Entertainment,5.30078125
2008,Type A Films,5.30078125
2008,Ott Medien,5.30078125
2008,Wild West Picture Show Productions,5.30078125
2008,Warner Premiere,6.19921875
2008,CS2 Films,6.19921875
2008,Dylan Sellers Productions,6.19921875
2008,Metro-Goldwyn-Mayer (MGM),6.80078125
2008,Kawoosh! Productions DTV I,6.80078125
2008,Columbia Pictures,5.6015625
2008,Happy Madison Productions,5.6015625
2008,Relativity Media,5.6015625
2008,Alta Loma Entertainment,5.6015625
2008,Pixar Animation Studios,8.0
2008,Lucasfilm,6.0
2008,Lionsgate,5.8984375
2008,Twisted Pictures,5.8984375
2008,Paramount Pictures,4.5
2008,Goldcrest Pictures,4.5
2008,Internationale Filmproduktion,4.5
2008,Village Roadshow Pictures,5.6015625
2008,Studio Babelsberg,5.6015625
2008,Anarchos Productions,5.6015625
2008,Silver Pictures,5.6015625
2008,Warner Bros.,5.6015625
2008,The Weinstein Company,6.69921875
2008,Gravier Productions,6.69921875
2008,Antena 3 Films,6.69921875
2008,TelevisiÃ³ de Catalunya (TV3),6.69921875
2008,Antena 3 TelevisiÃ³n,6.69921875
2008,Twentieth Century Fox Film Corporation,6.19921875
2008,Blue Sky Studios,6.19921875
2008,Twentieth Century Fox Animation,6.19921875
2008,BIM Distribuzione,6.6015625
2008,BBC Films,6.6015625
2008,Paramount Vantage,6.6015625
2008,Qwerty Films,6.6015625
2008,PathÃ©,6.6015625
2008,Thin Man Films,5.8984375
2008,Casey Silver Productions,6.19921875
2008,China Film Co-Production Corporation,6.19921875
2008,Huayi Brothers,6.19921875
2008,Relativity Media,6.19921875
2008,Wild Bunch,6.5
2008,Telecinco,6.5
2008,Laura Bickford Productions,6.5
2008,Morena Films,6.5
2008,Ministerio de Cultura,6.5
2008,Pixar Animation Studios,7.8984375
2008,Grosvenor Park Media Ltd.,5.80078125
2008,InVenture Entertainment,5.80078125
2008,Millennium Films,5.80078125
2008,Emmett/Furla Films,5.80078125
2008,Nu-Image Films,5.80078125
2008,Lietuvos Kinostudija,6.30078125
2008,Scout Productions,6.30078125
2008,Telecinco Cinema,6.30078125
2008,Castelao Producciones,6.30078125
2008,Canal+ EspaÃ±a,6.30078125
2008,Hyde Park Films,6.19921875
2008,Crescendo Productions,6.19921875
2008,Mandeville Films,6.19921875
2008,Overture Films,6.19921875
2008,Columbia Pictures,5.6015625
2008,Happy Madison Productions,5.6015625
2008,Sony Pictures Releasing,5.6015625
2008,Paramount Vantage,6.6015625
2008,Grosvenor Park Productions,6.6015625
2008,"Bedford Falls Company, The",6.6015625
2008,Defiance Productions,6.6015625
2008,Pistachio Pictures,6.6015625
2008,Image Entertainment,5.1015625
2008,Lakeshore Entertainment,5.80078125
2008,Cohen/Pearl Productions,5.80078125
2008,Screen Gems,5.80078125
2008,The Hallmark Channel,5.5
2008,Whizbang Films Inc.,5.5
2008,M6 Films,6.3984375
2008,TF1 Films Production,6.3984375
2008,Canal+,6.3984375
2008,CinÃ©CinÃ©ma,6.3984375
2008,PathÃ©,6.3984375
2008,Rogue Pictures,5.8984375
2008,Vertigo Entertainment,5.8984375
2008,Metro-Goldwyn-Mayer (MGM),6.6015625
2008,Acme Shark,6.6015625
2008,Kawoosh! Productions DTV II,6.6015625
2008,MGM Global Holdings,6.6015625
2008,Focus Features,7.1015625
2008,Ascendant Pictures,6.0
2008,Rising Star,6.0
2008,VIP Medienfonds 4,6.0
2008,Virtual Films,6.0
2008,Outlander Productions,6.0
2008,Twentieth Century Fox Film Corporation,5.3984375
2008,Ten Thirteen Productions,5.3984375
2008,Dune Entertainment III,5.3984375
2008,Crying Box Productions,5.3984375
2008,Miramax Films,6.69921875
2008,Clinica Estetico,6.1015625
2008,Aardman Animations,7.0
2008,Playtone,6.1015625
2008,Walden Media,6.1015625
2008,Columbia Pictures,5.80078125
2008,Original Film,5.80078125
2008,Columbia Pictures,6.30078125
2008,Scott Rudin Productions,6.30078125
2008,BBC Films,6.30078125
2008,Ruby Films,6.30078125
2008,Relativity Media,6.30078125
2008,Be Good Productions,5.8984375
2008,D.H. Blair Film Capital Fund,5.8984375
2008,Double Edge Entertainment,5.8984375
2008,Rifkin-Eberts,5.80078125
2008,Dune Entertainment III,5.80078125
2008,Seed Productions,5.80078125
2008,StudioCanal,6.80078125
2008,Dark Castle Entertainment,6.80078125
2008,Toff Guy Films,6.80078125
2008,Warner Bros.,6.80078125
2008,Paramount Vantage,5.6015625
2008,VN Productions,5.6015625
2008,Lakeshore Entertainment,6.30078125
2008,Virtual Studios,5.0
2008,Initial Entertainment Group,5.0
2008,Saturn Films,5.0
2008,International Production Company,5.0
2008,Blue Star Pictures,5.0
2008,Regency Enterprises,4.0
2008,New Regency Pictures,4.0
2008,Paramount Pictures,6.1015625
2008,Scott Rudin Productions,6.1015625
2008,MTV Films,6.1015625
2008,Peirce Pictures,6.1015625
2008,Paramount Pictures,5.30078125
2008,Apatow Productions,5.30078125
2008,Likely Story,7.3984375
2008,Vertigo Entertainment,6.19921875
2008,Maverick Films,6.19921875
2008,CJ Entertainment,6.19921875
2008,Gold Circle Films,6.19921875
2008,Madacy Entertainment,6.19921875
2008,Rhombus Media,6.30078125
2008,O2 Filmes,6.30078125
2008,TÃ©lÃ©film Canada,6.30078125
2008,Bee Vine Pictures,6.30078125
2008,Alliance Films,6.30078125
2008,DC Comics,4.6015625
2008,Lionsgate,4.6015625
2008,Odd Lot Entertainment,4.6015625
2008,Media Magik Entertainment,4.6015625
2008,Dark Lot Entertainment,4.6015625
2008,Infinity Features Entertainment,6.3984375
2008,FilmEngine,6.3984375
2008,Denver and Delilah Productions,6.3984375
2008,Icon Entertainment International,6.3984375
2008,Battleplan Productions,6.1015625
2008,Yari Film Group,6.1015625
2008,Aramid Entertainment Fund,6.80078125
2008,Rollercoaster Films,6.80078125
2008,New Line Cinema,6.19921875
2008,Groundswell Productions,6.19921875
2008,Axon Films,6.19921875
2008,Senator Entertainment Co,4.30078125
2008,Spyglass Entertainment,4.80078125
2008,Twentieth Century Fox Film Corporation,4.80078125
2008,Dune Entertainment,4.80078125
2008,UTV Motion Pictures,4.80078125
2008,Blinding Edge Pictures,4.80078125
2008,Rogue Pictures,5.80078125
2008,Intrepid Pictures,5.80078125
2008,Scion Films,5.80078125
2008,Moonlighting Films,5.80078125
2008,Internationale Filmproduktion Blackbird Dritte,5.80078125
2008,South Pacific Pictures,5.69921875
2008,Metropolitan Filmexport,5.69921875
2008,Spice Factory,5.69921875
2008,UK Film Council,5.69921875
2008,The Australian Film Commission,5.69921875
2008,20th Century Fox Home Entertainment,5.3984375
2008,JR Canada Productions,5.3984375
2008,EM Media,6.8984375
2008,Aramid Entertainment Fund,6.8984375
2008,Vertigo Films,6.8984375
2008,Str8jacket Creations,6.8984375
2008,4DH Films,6.8984375
2008,Les Films d'Ici,7.69921875
2008,Bridgit Folman Film Gang,7.69921875
2008,Razor Film Produktion,7.69921875
2008,Det Danske Filminstitut,6.8984375
2008,Filmkameratene A/S,6.8984375
2008,Miso Film,6.8984375
2008,Nordic Film och TV Fund,6.8984375
2008,Roenbergfilm,6.8984375
2008,New Line Cinema,6.1015625
2008,Darren Star Productions,6.1015625
2008,Home Box Office (HBO),6.1015625
2008,Fox Atomic,5.3984375
2008,Universal Pictures Corporation,5.69921875
2008,Larande Productions,4.3984375
2008,Scream HQ,4.3984375
2008,A. Film,4.8984375
2008,Dimension Films,4.8984375
2008,Fox Searchlight Pictures,7.19921875
2008,Blue Rider Pictures,5.80078125
2008,100 Feet Productions,5.80078125
2008,Laurinfilm,5.80078125
2008,New Deal Studios,5.80078125
2008,Film Visions Funding,5.80078125
2008,Rainmark Films,5.1015625
2008,Walt Disney Pictures,5.1015625
2008,2929 Productions,6.69921875
2008,Costa Films,6.69921875
2008,Parkes+MacDonald Image Nation,6.69921875
2008,DreamWorks SKG,6.5
2008,Scott Rudin Productions,6.5
2008,BBC Films,6.5
2008,Neal Street Productions,6.5
2008,Evamere Entertainment,6.5
2008,New Line Cinema,6.1015625
2008,Partizan,6.1015625
2008,Focus Features,6.1015625
2008,Back Lot Pictures,6.19921875
2008,Overture Films,6.19921875
2008,Big Beach Films,6.19921875
2008,20th Century Fox Television,6.80078125
2008,Scott Free Productions,6.6015625
2008,Traveler's Rest Films,6.6015625
2008,A.S. Films,6.6015625
2008,Spyglass Entertainment,5.1015625
2008,Pacific Film and Television Commission,5.1015625
2008,DreamWorks Pictures,5.1015625
2008,Red Hour Films,5.1015625
2008,Internationale Filmproduktion Prometheus,5.1015625
2008,Disney Channel,5.80078125
2008,Alan Sacks Productions,5.80078125
2008,DreamWorks SKG,6.1015625
2008,Spyglass Entertainment,6.1015625
2008,Pariah,6.1015625
2008,Blast! Films,7.1015625
2008,TÃ©lÃ©film Canada,6.0
2008,Brightlight Pictures,6.0
2008,Canadian Film or Video Production Tax Credit (CPTC),6.0
2008,Future Films,6.0
2008,Handmade International,6.0
2008,Film Roman Productions,6.0
2008,Electronic Arts (EA),6.0
2008,Insight Film Studios,4.8984375
2008,Hollywood Media Bridge,4.8984375
2008,Operation Eagle Productions,4.8984375
2008,Dandelion Entertainment Ventures,4.8984375
2008,Media Financial Incorporated,4.8984375
2008,20th Century Fox Television,6.8984375
2008,Iyara Films,6.19921875
2008,Kudos Productions Ltd.,6.3984375
2008,Shine Pictures,6.3984375
2008,Focus Features,6.3984375
2008,Twins Financing,6.3984375
2008,Keylight Productions,6.3984375
2008,New Line Cinema,6.30078125
2008,Solaris Film,6.30078125
2008,Avery Pix,6.30078125
2008,O'Connor Brothers,6.30078125
2008,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG,6.30078125
2008,Indion Entertainment Group,6.0
2008,Relativity Media,5.80078125
2008,Michaels-Goldwyn,5.80078125
2008,The Mob Film Company,6.19921875
2008,RHI Entertainment,6.19921875
2008,Metro-Goldwyn-Mayer (MGM),4.80078125
2008,Roadside Attractions,8.0
2008,Mpower Pictures,8.0
2008,Prime Meridian Pctures,8.0
2008,Fallen Films,8.0
2008,Senator International,6.19921875
2008,Kulture Machine,6.19921875
2008,BBC Films,6.0
2008,Ecosse Films,6.0
