release_year,director,vote_average
2007,Denzel Washington,6.6015625
2007,Michael Dougherty,6.6015625
2007,Jeff Tremaine,6.1015625
2007,Frank Paur,6.6015625
2007,Patrick Archibald,6.6015625
2007,Jay Oliva,6.6015625
2007,Dick Sebast,6.6015625
2007,Richard LaGravenese,7.5
2007,David S. Goyer,5.8984375
2007,Julie Taymor,6.80078125
2007,Craig Gillespie,4.69921875
2007,Akiva Schaffer,6.1015625
2007,Richard Shepard,6.80078125
2007,Dario Argento,4.6015625
2007,James Gray,6.3984375
2007,Marc Forster,7.30078125
2007,NimrÃ³d Antal,5.8984375
2007,Peter Hedges,6.5
2007,Koen Mortier,6.5
2007,Joe Nussbaum,5.8984375
2007,Scott Wiper,5.80078125
2007,Woody Allen,6.1015625
2007,Robin Swicord,6.19921875
2007,Roland JoffÃ©,4.5
2007,Jaume Collet-Serra,5.69921875
2007,Ken Kwapis,5.1015625
2007,Amy Heckerling,5.30078125
2007,Mike Barker,6.1015625
2007,Terry George,6.69921875
2007,Tony Gilroy,6.30078125
2007,Craig Gillespie,7.0
2007,Mark A.Z. DippÃ©,5.6015625
2007,Kyung Ho Lee,5.6015625
2007,Jay Russell,6.19921875
2007,James Wan,6.5
2007,John Herzfeld,5.6015625
2007,Katja von Garnier,5.6015625
2007,Stephen Surjik,5.0
2007,VÃ­ctor GarcÃ­a,5.30078125
2007,Greg McLean,6.0
2007,David Nerlich,6.0
2007,Andrew Traucki,6.0
2007,Tommy O'Haver,7.19921875
2007,J.P. Schaefer,5.80078125
2007,Scott Frank,6.69921875
2007,Franck Mancuso,7.1015625
2007,Marc Klein,5.1015625
2007,Jeff Betancourt,4.8984375
2007,Simon Fellows,4.3984375
2007,Seth Green,6.19921875
2007,Jieho Lee,6.0
2007,Tony Giglio,5.19921875
2007,Michael Moore,7.0
2007,Marcus Nispel,5.3984375
2007,Ben Affleck,7.0
2007,Tamara Jenkins,6.69921875
2007,Victor Cook,6.69921875
2007,Tad Stones,6.69921875
2007,Gregory Jacobs,5.6015625
2007,Richard Attenborough,6.69921875
2007,Martin Gero,6.19921875
2007,Jonah Markowitz,7.6015625
2007,Jake Kasdan,6.5
2007,Michael Herbig,5.8984375
2007,John Crowley,7.0
2007,Bernie Goldmann,5.8984375
2007,Melisa Wallack,5.8984375
2007,Isaac Webb,4.6015625
2007,Susanne Bier,6.5
2007,Gillian Armstrong,5.3984375
2007,Tom Shankland,5.0
2007,David Ross,5.30078125
2007,Ira Sachs,6.19921875
2007,Todd Holland,6.19921875
2007,Kenneth Branagh,6.5
2007,Nick Willing,6.80078125
2007,Robert Shaye,5.3984375
2007,Brett Leonard,3.400390625
2007,Mike Binder,7.0
2007,Mike Newell,6.6015625
2007,Henry Miller,5.30078125
2007,Andy Cheng,5.1015625
2007,Nick Broomfield,6.0
2007,Todd Haynes,6.5
2007,AdriÃ  GarcÃ­a,5.1015625
2007,VÃ­ctor Maldonado,5.1015625
2007,Matt Maiellaro,6.6015625
2007,Dave Willis,6.6015625
2007,Rod Lurie,5.3984375
2007,Ulrich Seidl,5.8984375
2007,Jim Capobianco,6.6015625
2007,Yves Simoneau,5.3984375
2007,Jamie Blanks,5.3984375
2007,Tom McCarthy,6.1015625
2007,Iain B. MacDonald,4.5
2007,Renny Harlin,5.80078125
2007,Mike Cahill,6.30078125
2007,Alastair Fothergill,7.5
2007,Mark Linfield,7.5
2007,Robert Berlinger,4.69921875
2007,Michael Simon,6.3984375
2007,FranÃ§ois Girard,5.19921875
2007,Steve Buscemi,6.30078125
2007,Tony Mitchell,5.19921875
2007,Andrews Jenkins,6.0
2007,Jake Paltrow,5.5
2007,Doug Lefler,4.8984375
2007,Darrell James Roodt,5.1015625
2007,Xavier Gens,5.80078125
2007,Patrick Lussier,5.3984375
2007,David Sington,6.19921875
2007,Stewart Hendler,5.69921875
2007,Patrick Archibald,5.1015625
2007,Jay Oliva,5.1015625
2007,J. Michael Straczynski,6.3984375
2007,Sara Barnes,6.3984375
2007,Luis Piedrahita,6.30078125
2007,Rodrigo SopeÃ±a,6.30078125
2007,GÃ©rard Krawczyk,5.0
2007,Mary Stuart Masterson,5.6015625
2007,Leslie Iwerks,7.30078125
2007,Wong Kar-wai,6.19921875
2007,John Dahl,6.1015625
2007,William Lau,6.30078125
2007,Francis Ford Coppola,6.6015625
2007,Uwe Boll,3.30078125
2007,Julien Temple,7.19921875
2007,Adrian Shergold,6.5
2007,Lajos Koltai,5.3984375
2007,Shane Abbess,5.1015625
2007,Uwe Boll,3.400390625
2007,Julian Gilbey,7.30078125
2007,Wes Anderson,7.19921875
2007,Zoe R. Cassavetes,6.6015625
2007,Sylvain White,6.1015625
2007,David Leland,4.5
2007,Stefan Ruzowitzky,6.8984375
2007,Olivier Assayas,5.30078125
2007,Daniel Waters,5.5
2007,Karl DiPelino,4.1015625
2007,James Wan,6.19921875
2007,Uwe Boll,5.30078125
2007,Anees Bazmee,6.8984375
2007,Kit Ryan,6.3984375
2007,Catherine Breillat,6.69921875
2007,Lauren Montgomery,6.3984375
2007,Bruce Timm,6.3984375
2007,George Ratliff,6.19921875
2007,Tom Kalin,6.1015625
2007,Glenn Standring,5.3984375
2007,Steve Barker,5.6015625
2007,Josef Rusnak,5.30078125
2007,Andrew Fleming,5.6015625
2007,Barnaby Thompson,5.3984375
2007,Oliver Parker,5.3984375
2007,Eric Amadio,5.30078125
2007,C.B. Harding,4.6015625
2007,David Wain,4.80078125
2007,Sebastian Gutierrez,4.8984375
2007,Stuart Townsend,6.3984375
2007,Mitchell Lichtenstein,5.19921875
2007,Tom Brady,5.19921875
2007,RÃ©gis Wargnier,5.80078125
2007,Gregg Araki,6.6015625
2007,Stuart Gordon,5.69921875
2007,John Erick Dowdle,5.1015625
2007,Marco Kreuzpaintner,7.19921875
2007,Q. Allan Brocka,5.3984375
2007,Garth Jennings,6.69921875
2007,Chris Rock,5.30078125
2007,Osamu Dezaki,7.19921875
2007,Peter Flinth,6.30078125
2007,Seth Gordon,7.8984375
2007,Steven J. Santos,7.30078125
2007,Rod Hardy,5.80078125
2007,Harvey Glazer,4.1015625
2007,Ana Clavell,4.19921875
2007,James Glenn Dudelson,4.19921875
2007,Peter Webber,6.0
2007,Alex Gibney,5.19921875
2007,Zev Berman,5.30078125
2007,Don E. FauntLeRoy,5.3984375
2007,Joe Sichta,6.3984375
2007,Dan Reed,4.80078125
2007,Bob Odenkirk,4.8984375
2007,Robert Harmon,5.8984375
2007,Bille August,7.0
2007,Ben Garant,5.0
2007,Florian Baxmeyer,6.30078125
2007,Jan Sebastian Ballhaus,6.30078125
2007,Jon Knautz,5.3984375
2007,Andrew Lau,5.80078125
2007,Jeremy Saulnier,5.0
2007,Tyler Perry,6.30078125
2007,Paddy Breathnach,4.6015625
2007,Tomm Coker,4.3984375
2007,David Elliot,4.3984375
2007,Jim Strouse,5.8984375
2007,James Huth,4.0
2007,Manny Rodriguez,6.69921875
2007,Feng Xiaogang,7.30078125
2007,Mikael Salomon,6.5
2007,Roger Young,5.6015625
2007,Bill Guttentag,5.6015625
2007,Alex Zamm,5.1015625
2007,Coky Giedroyc,5.80078125
2007,Dario Piana,4.69921875
2007,Taika Waititi,6.8984375
2007,Michael Katleman,4.5
2007,Franck Vestiel,4.69921875
2007,Yoshiaki Kawajiri,6.8984375
2007,FranÃ§ois Ozon,5.19921875
2007,Theo Angelopoulos,7.3984375
2007,Olivier Assayas,7.3984375
2007,Bille August,7.3984375
2007,Jane Campion,7.3984375
2007,Youssef Chahine,7.3984375
2007,Chen Kaige,7.3984375
2007,Michael Cimino,7.3984375
2007,Ethan Coen,7.3984375
2007,Joel Coen,7.3984375
2007,David Cronenberg,7.3984375
2007,Jean-Pierre Dardenne,7.3984375
2007,Luc Dardenne,7.3984375
2007,Manoel de Oliveira,7.3984375
2007,Raymond Depardon,7.3984375
2007,Atom Egoyan,7.3984375
2007,Amos Gitai,7.3984375
2007,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,7.3984375
2007,Hou Hsiao-Hsien,7.3984375
2007,Aki KaurismÃ¤ki,7.3984375
2007,Abbas Kiarostami,7.3984375
2007,Takeshi Kitano,7.3984375
2007,Andrei Konchalovsky,7.3984375
2007,Claude Lelouch,7.3984375
2007,Ken Loach,7.3984375
2007,David Lynch,7.3984375
2007,Nanni Moretti,7.3984375
2007,Roman Polanski,7.3984375
2007,RaÃºl Ruiz,7.3984375
2007,Walter Salles,7.3984375
2007,Elia Suleiman,7.3984375
2007,Tsai Ming-Liang,7.3984375
2007,Gus Van Sant,7.3984375
2007,Lars von Trier,7.3984375
2007,Wim Wenders,7.3984375
2007,Wong Kar-wai,7.3984375
2007,Zhang Yimou,7.3984375
2007,Sam Garbarski,7.0
2007,Gus Van Sant,6.3984375
2007,Maurice Devereaux,4.19921875
2007,Esteban Sapir,7.30078125
2007,David Hewlett,4.8984375
2007,Bruce McDonald,5.8984375
2007,Tom Roberts,5.3984375
2007,Tyler Perry,6.69921875
2007,Paul Hoen,5.3984375
2007,Jess Manafort,5.5
2007,Kasi Lemmons,6.8984375
2007,Deborah Kampmeier,6.19921875
2007,Manny Rodriguez,6.6015625
2007,Isabelle Mergault,4.6015625
2007,Dwayne Carey-Hill,7.30078125
2007,Tony Krantz,5.1015625
2007,Daniel Cohen,4.30078125
2007,Leigh Scott,1.5
2007,John Kalangis,6.30078125
2007,Bruce Campbell,6.0
2007,Christopher Cain,5.69921875
2007,Christian Charles,5.0
2007,Scott Thomas,5.19921875
2007,Martin Hynes,6.30078125
2007,Preston A. Whitmore II,7.0
2007,Hank Braxtan,5.5
2007,Ben Garant,5.80078125
2007,Sandra Goldbacher,6.19921875
2007,Eric Bross,4.80078125
2007,Jeff Nichols,6.3984375
2007,Kurt Kuenne,6.1015625
2007,Pearry Reginald Teo,4.80078125
2007,Ken Loach,5.5
2007,Kevin Deters,7.80078125
2007,Stevie Wermers,7.80078125
2007,Les Mayfield,4.8984375
2007,Michael Blieden,7.30078125
2007,Ernie Barbarash,5.0
2007,Thomas Gilou,5.80078125
2007,Sajid Khan,6.3984375
2007,Frank A. Cappello,6.3984375
2007,Guy Maddin,6.30078125
2007,Luis CÃ¡mara,4.19921875
2007,Noah Baumbach,5.8984375
2007,Robert Kurtzman,2.900390625
2007,Jeffrey Blitz,6.30078125
2007,Steve Rash,5.6015625
2007,Stuart Gillard,4.8984375
2007,Dagen Merrill,5.0
2007,Tomasz Konecki,6.0
2007,Andrzej Saramonowicz,6.0
2007,Olivier Baroux,5.30078125
2008,Christopher Nolan,8.1015625
2008,Andrew Stanton,7.6015625
2008,Jon Favreau,7.30078125
2008,Pierre Morel,7.19921875
2008,Steven Spielberg,5.6015625
2008,Catherine Hardwicke,5.80078125
2008,Marc Forster,6.0
2008,Mark Osborne,6.80078125
2008,John Stevenson,6.80078125
2008,Sean Anders,5.8984375
2008,Phyllida Lloyd,6.19921875
2008,David Fincher,7.19921875
2008,Rob Cohen,5.1015625
2008,Louis Leterrier,6.1015625
2008,Clint Eastwood,7.6015625
2008,Eric Darnell,6.1015625
2008,Tom McGrath,6.1015625
2008,Guillermo del Toro,6.3984375
2008,Doug Liman,5.8984375
2008,Eric Brevig,5.69921875
2008,Timur Bekmambetov,6.30078125
2008,Bradley Raymond,6.69921875
2008,Danny Boyle,7.5
2008,Loveleen Tandan,7.5
2008,Olivier Megaton,5.8984375
2008,Bryan Singer,6.6015625
2008,Roland Emmerich,5.19921875
2008,Peter Berg,6.0
2008,Kathryn Bigelow,7.19921875
2008,Tom Vaughan,5.80078125
2008,Andrew Adamson,6.1015625
2008,Ben Stiller,6.3984375
2008,D.J. Caruso,6.19921875
2008,Mark Herman,7.6015625
2008,Sylvester Stallone,6.19921875
2008,Paul W.S. Anderson,5.8984375
2008,Jon M. Chu,6.3984375
2008,Scott Derrickson,5.1015625
2008,Edward Neumeier,4.30078125
2008,Gabriele Muccino,7.3984375
2008,Matt Reeves,6.3984375
2008,Chris Williams,6.30078125
2008,Byron Howard,6.30078125
2008,Nicholas Stoller,6.30078125
2008,Baz Luhrmann,6.30078125
2008,Peyton Reed,6.30078125
2008,David Frankel,6.80078125
2008,Ridley Scott,6.5
2008,Ethan Coen,6.30078125
2008,Joel Coen,6.30078125
2008,Anne Fletcher,6.1015625
2008,Iain Softley,5.80078125
2008,Robert Luketic,6.5
2008,Roger Donaldson,6.3984375
2008,Adam McKay,6.6015625
2008,Adam Brooks,6.5
2008,Andy Tennant,5.30078125
2008,Jeff Wadlow,6.5
2008,David Gordon Green,6.6015625
2008,Darren Aronofsky,7.0
2008,Adam Shankman,5.80078125
2008,Lexi Alexander,5.5
2008,John Moore,5.30078125
2008,Alexandre Aja,6.0
2008,Pete Travis,6.19921875
2008,Kevin Smith,6.0
2008,Peter Segal,5.8984375
2008,David Wain,6.30078125
2008,Russell Mulcahy,4.30078125
2008,Ron Howard,6.80078125
2008,Kenny Ortega,6.1015625
2008,Stephen Daldry,7.1015625
2008,Mathieu Kassovitz,5.3984375
2008,Christian Molina,5.6015625
2008,Martin McDonagh,7.30078125
2008,Clint Eastwood,7.1015625
2008,Mark Waters,6.19921875
2008,Jon Hurwitz,6.0
2008,Hayden Schlossberg,6.0
2008,Griffin Dunne,5.19921875
2008,Nick Moore,6.30078125
2008,Ric Roman Waugh,6.8984375
2008,Raman Hui,6.3984375
2008,David Ayer,6.19921875
2008,Peter Sollett,6.3984375
2008,Seth Gordon,5.30078125
2008,Damon Santostefano,6.19921875
2008,Robert C. Cooper,6.80078125
2008,Fred Wolf,5.6015625
2008,Doug Sweetland,8.0
2008,Dave Filoni,6.0
2008,David Hackl,5.8984375
2008,Marco Schnabel,4.5
2008,Lana Wachowski,5.6015625
2008,Lilly Wachowski,5.6015625
2008,Woody Allen,6.69921875
2008,Jimmy Hayward,6.19921875
2008,Steve Martino,6.19921875
2008,Saul Dibb,6.6015625
2008,Mike Leigh,5.8984375
2008,Rob Minkoff,6.19921875
2008,Steven Soderbergh,6.5
2008,Angus MacLane,7.8984375
2008,Jon Avnet,5.80078125
2008,Brad Anderson,6.30078125
2008,Jeffrey Nachmanoff,6.19921875
2008,Dennis Dugan,5.6015625
2008,Edward Zwick,6.6015625
2008,Stephen Belber,5.1015625
2008,Gregory Hoblit,5.80078125
2008,Craig Pryce,5.5
2008,Lisa Azuelos,6.3984375
2008,Bryan Bertino,5.8984375
2008,Martin Wood,6.6015625
2008,Gus Van Sant,7.1015625
2008,Howard McCain,6.0
2008,Chris Carter,5.3984375
2008,John Patrick Shanley,6.69921875
2008,Jonathan Demme,6.1015625
2008,Nick Park,7.0
2008,Gil Kenan,6.1015625
2008,Paul Weiland,5.80078125
2008,Justin Chadwick,6.30078125
2008,John Glenn,5.8984375
2008,Charles Crossin,5.8984375
2008,Ronaldo Nacionales,5.8984375
2008,Markian Saray,5.8984375
2008,Marcel Langenegger,5.80078125
2008,Guy Ritchie,6.80078125
2008,David Moreau,5.6015625
2008,Xavier Palud,5.6015625
2008,Isabel Coixet,6.30078125
2008,Oxide Pang Chun,5.0
2008,Danny Pang,5.0
2008,Jason Friedberg,4.0
2008,Aaron Seltzer,4.0
2008,Kimberly Peirce,6.1015625
2008,Steven Brill,5.30078125
2008,Charlie Kaufman,7.3984375
2008,Yann Samuell,6.19921875
2008,Fernando Meirelles,6.30078125
2008,Frank Miller,4.6015625
2008,William Maher,6.3984375
2008,Rod Lurie,6.1015625
2008,James Watkins,6.80078125
2008,Ed Harris,6.19921875
2008,Gregor Jordan,4.30078125
2008,M. Night Shyamalan,4.80078125
2008,Neil Marshall,5.80078125
2008,GÃ¡bor CsupÃ³,5.69921875
2008,Louis Morneau,5.3984375
2008,Nicolas Winding Refn,6.8984375
2008,Ari Folman,7.69921875
2008,Joachim RÃ¸nning,6.8984375
2008,Espen Sandberg,6.8984375
2008,Michael Patrick King,6.1015625
2008,Peter Cattaneo,5.3984375
2008,Robert Stevenhagen,5.69921875
2008,Sam Fell,5.69921875
2008,Jay Lee,4.3984375
2008,Michael Henger,4.8984375
2008,Kari Juusonen,4.8984375
2008,Craig Mazin,4.8984375
2008,Gina Prince-Bythewood,7.19921875
2008,Eric Red,5.80078125
2008,Richard Eyre,5.1015625
2008,Raja Gosnell,5.1015625
2008,Guillermo Arriaga,6.69921875
2008,Sam Mendes,6.5
2008,Michel Gondry,6.1015625
2008,Christine Jeffs,6.19921875
2008,Peter Avanzino,6.80078125
2008,Mikael Salomon,6.6015625
2008,Carter Smith,5.1015625
2008,Matthew Diamond,5.80078125
2008,David Koepp,6.1015625
2008,Steve McQueen,7.1015625
2008,Kari Skogland,6.0
2008,Chuck Patton,6.0
2008,Josef Rusnak,4.8984375
2008,Dwayne Carey-Hill,6.8984375
2008,Tony Jaa,6.19921875
2008,Panna Rittikrai,6.19921875
2008,Bharat Nalluri,6.3984375
2008,Gavin O'Connor,6.30078125
2008,Toby Wilkins,6.0
2008,Michael McCullers,5.80078125
2008,Vadim Jean,6.19921875
2008,Deb Hagan,4.80078125
2008,Cyrus Nowrasteh,8.0
2008,Dennis Lee,6.19921875
2008,Julian Jarrold,6.0
2008,Masayuki Ochiai,5.3984375
2008,Roger Kumble,5.1015625
2008,Rian Johnson,6.80078125
2008,Brian Robbins,5.1015625
2008,Stuart Gillard,5.6015625
2008,John Erick Dowdle,5.30078125
2008,Marcos Siega,5.8984375
2008,Dave Bullock,6.30078125
2008,Marc SchÃ¶lermann,5.8984375
2008,Eric Valette,4.80078125
2008,Marcel Sarmiento,4.8984375
2008,Gadi Harel,4.8984375
2008,Gurinder Chadha,6.5
2008,Alan Ball,5.30078125
2008,Rupert Wyatt,6.19921875
2008,Gregory Mackenzie,6.0
2008,Callie Khouri,5.8984375
2008,Gino Nichele,6.6015625
2008,Jens Hoffmann,6.3984375
2008,Matthew O'Callaghan,5.6015625
2008,Todd Wilderman,5.6015625
2008,Paul Andrew Williams,6.3984375
2008,Yasuhiro Aoki,6.80078125
2008,Futoshi Higashide,6.80078125
2008,Toshiyuki Kubooka,6.80078125
2008,Hiroshi Morioka,6.80078125
2008,Jong-Sik Nam,6.80078125
2008,Shoujirou Nishimi,6.80078125
2008,James Gray,6.5
2008,Rodrigo GarcÃ­a,5.5
2008,Gary Fleder,7.1015625
2008,Fred Wolf,4.6015625
2008,Jennifer Chambers Lynch,6.0
2008,Diane English,4.6015625
2008,Chu Yen-ping,5.1015625
2008,Stephen Herek,5.0
2008,John Madden,6.0
2008,Andrey Kravchuk,6.69921875
2008,Ben Rock,4.8984375
2008,George C. Wolfe,5.69921875
2008,Jeff Lowell,5.19921875
2008,Kirk De Micco,5.1015625
2008,Steve Conrad,5.30078125
2008,Neil LaBute,5.80078125
2008,Yavar Abbas,6.0
2008,Courtney Hunt,6.8984375
2008,Malcolm D. Lee,6.19921875
2008,Yam Laranas,5.69921875
2008,Craig Lucas,6.0
2008,Steve Miner,4.69921875
2008,Gary Jones,4.3984375
2008,Juraj Jakubisko,5.69921875
2008,Joel Soisson,4.6015625
2008,P.J. Pesce,4.1015625
2008,William Lau,7.0
2008,Ãlex de la Iglesia,5.80078125
2008,Jay Oliva,6.30078125
2008,Stephan Elliott,6.19921875
2008,David Denneen,6.1015625
2008,Ashutosh Gowariker,7.80078125
2008,Nelson McCormick,5.1015625
2008,Uwe Boll,3.099609375
2008,Neil Thompson,7.1015625
2008,Clark Gregg,6.1015625
2008,Fabrice Du Welz,4.3984375
2008,Jonathan Levine,6.30078125
2008,Barry Levinson,5.1015625
2008,Larry Bishop,5.69921875
2008,Brian Goodman,7.0
2008,Jonathan Frakes,5.69921875
2008,Fred CavayÃ©,6.6015625
2008,Gerald McMorrow,5.5
2008,Lori Petty,6.19921875
2008,Jay Roach,6.19921875
2008,David E. Talbert,5.19921875
2008,Gilles Bourdos,5.6015625
2008,Darnell Martin,6.8984375
2008,Alberto Sironi,5.19921875
2008,Tyler Perry,6.3984375
2008,Brett Simon,6.19921875
2008,Jason Friedberg,3.30078125
2008,Aaron Seltzer,3.30078125
2008,James Marsh,7.6015625
2008,Mike Maguire,6.0
2008,Tom Kuntz,6.0
2008,Spike Lee,6.30078125
2008,Catherine Cyran,5.1015625
2008,Robert Kenner,7.19921875
2008,Isaac Florentine,5.3984375
2008,Susanna White,6.6015625
2008,Simon Cellan Jones,6.6015625
2008,John Simpson,5.0
2008,Howard Deutch,5.30078125
2008,CÃ©dric Klapisch,6.30078125
2008,Tom Shankland,6.5
2008,John Suits,3.599609375
2008,Gabriel Cowan,3.599609375
2008,RyÃ»hei Kitamura,5.69921875
2008,Darren Lynn Bousman,6.5
2008,Simon Hunter,5.1015625
2008,Daniel Myrick,5.6015625
2008,Daniel Lee,6.5
2008,Philip Martin,6.3984375
2008,Don E. FauntLeRoy,4.3984375
2008,Shamim Sarif,6.8984375
2008,Steve Miner,5.30078125
2008,Dave Payne,4.69921875
2008,Larry Charles,6.8984375
2008,Joshua Michael Stern,5.69921875
2008,Baillie Walsh,6.69921875
2008,Jonathan Levine,5.5
2008,James Honeyborne,6.5
2008,Gregg Bishop,6.30078125
2008,Nigel Cole,5.3984375
2008,Rowan Woods,5.8984375
2008,Marc Abraham,5.69921875
2008,Bruce McDonald,6.5
2008,Jonas Barnes,4.69921875
2008,Michael Manasseri,4.69921875
2008,Mark Pellington,5.80078125
2008,Bruno Barreto,7.30078125
2008,Jean-Paul SalomÃ©,6.8984375
2008,Serge Boutleroff,6.8984375
2008,Matt Aselton,5.6015625
2008,Oliver Stone,5.6015625
2008,George Gallo,5.3984375
2008,John Maybury,6.30078125
2008,AgnÃ¨s Merlet,6.0
2008,Alex Kendrick,7.5
2008,James Dodson,6.19921875
2008,Marty Callner,7.80078125
2008,Noam Murro,5.5
2008,Yoshihiro Nishimura,5.80078125
2008,Olivier Assayas,6.0
2008,Jon Poll,6.3984375
2008,Ching Siu-Tung,5.3984375
2008,Ben Stassen,4.19921875
2008,David Mamet,6.3984375
2008,Jean-StÃ©phane Sauvaire,6.5
2008,Gianni Di Gregorio,6.6015625
2008,Jennifer Flackett,5.5
2008,Mark Levin,5.5
2008,Eric Bross,4.69921875
2008,FranÃ§ois Desagnat,4.8984375
2008,Thomas Sorriaux,4.8984375
2008,Darren Grant,5.19921875
2008,Todd Stephens,6.1015625
2008,Anthony Leondis,5.3984375
2008,Adam Jay Epstein,3.400390625
2008,Andrew Jacobson,3.400390625
2008,Christian Duguay,6.1015625
2008,Dan Zeff,6.1015625
2008,Noel Clarke,6.30078125
2008,Kent Alterman,5.30078125
2008,Mickey Liddell,4.80078125
2008,Joel Hopkins,5.80078125
2008,Robert B. Weide,6.0
2008,Robert Allan Ackerman,6.3984375
2008,Robby Henson,4.0
2008,Rigoberto CastaÃ±eda,5.0
2008,Jeremiah Kipp,5.30078125
2008,Zeke Dunn,5.30078125
2008,Nicole Real,5.30078125
2008,Glenn McQuaid,5.30078125
2008,Marco Kreuzpaintner,6.3984375
2008,Daniel Myrick,5.69921875
2008,Gideon Raff,4.8984375
2008,Martin Koolhoven,6.80078125
2008,Tibor TakÃ¡cs,3.5
2008,Susan Montford,4.69921875
2008,Kelly Reichardt,6.6015625
2008,Sean Ellis,5.0
2008,Jon Cassar,6.80078125
2008,Joel Soisson,4.5
2008,Samuel Benchetrit,7.19921875
2008,Anne Fontaine,4.69921875
2008,Malcolm D. Lee,6.1015625
2008,Derick Martini,5.3984375
2008,Michael Simon,6.6015625
2008,Pete Riski,4.5
2008,Stuart Gillard,5.30078125
2008,David Gordon Green,6.8984375
2008,Patricia Rozema,6.3984375
2008,Lev L. Spiro,4.8984375
2008,Benny Chan,7.0
2008,Duane Clark,5.3984375
2008,Austin Chick,5.8984375
2008,Paul Morrison,5.3984375
2008,Tatia Rosenthal,6.1015625
2008,Chris Moore,5.6015625
2008,Abbas Tyrewala,6.3984375
2008,Mike Nawrocki,5.80078125
2008,Steven Smith,8.0
2008,Uwe Boll,4.0
2008,Bouli Lanners,5.3984375
2008,Olivier Marchal,6.19921875
2008,Antonio Campos,5.1015625
2008,Ralph Ziman,6.0
2008,Lucky McKee,6.30078125
2008,Trygve Allister Diesen,6.30078125
2008,Peter Werner,7.80078125
2008,Adam Gierasch,4.5
2008,Randall Miller,6.3984375
2008,Michel Delgado,5.3984375
2008,Jeff King,4.69921875
2008,Todd Kessler,7.1015625
2008,Gil Junger,5.3984375
2008,Eduardo SÃ¡nchez,4.1015625
2008,Christophe Barratier,5.30078125
2008,Olly Blackburn,4.0
2008,Nicky Li Chung-Chi,6.19921875
2008,Damian Harris,6.3984375
2008,Sam Dunn,7.1015625
2008,Frank Henenlotter,4.8984375
2008,Erick Zonca,7.1015625
2008,Morgan Spurlock,5.8984375
2008,Paddy Breathnach,4.80078125
2008,Jean-Paul Lilienfeld,7.19921875
2008,Sean McGinly,5.8984375
2008,Elissa Down,6.80078125
2008,Jeremy Lovering,5.1015625
2008,Jared Drake,5.69921875
2008,Dan Ireland,6.30078125
2008,Martin Scorsese,6.8984375
2008,Jean Becker,6.80078125
2008,Andy Goddard,6.80078125
2008,Alex Rivera,5.80078125
2008,James Colquhoun,7.0
2008,Michael Roesch,3.19921875
2008,Peter Scheerer,3.19921875
2008,Udayan Prasad,6.6015625
2008,Charles Robert Carner,4.3984375
2008,Andy Muschietti,6.0
2008,Jean-Pierre Dardenne,6.30078125
2008,Luc Dardenne,6.30078125
2008,William Malone,4.6015625
2008,Olivier Van Hoofstadt,5.3984375
2008,Chris Bell,6.80078125
2008,David de Vries,6.8984375
2008,John Gulager,5.1015625
2008,Patricia Riggen,7.30078125
2008,Michael Lembeck,5.69921875
2008,Kurt Kuenne,8.296875
2008,Josef Rusnak,4.19921875
2008,Pitof,4.6015625
2008,Mark Tonderai,5.30078125
2008,Allan Mauduit,5.5
2008,Phil Flores,4.1015625
2008,Mitchell Altieri,4.1015625
2008,Gil Cates Jr.,5.0
2008,David R. Ellis,3.5
2008,Eric Styles,4.6015625
2008,Steven Sheil,6.30078125
2008,Sharon Maguire,5.30078125
2008,Michael Grossman,5.80078125
2008,Louis C.K.,7.80078125
2008,Shannon Hartman,7.80078125
2008,J.T. Petty,5.5
2008,Marianna Palka,5.6015625
2008,Tom Gustafson,5.3984375
2008,Carlo Verdone,5.30078125
2008,Mark Hartley,6.3984375
2008,Tyler Perry,6.3984375
2008,Sacha Gervasi,7.3984375
2008,Christian Duguay,6.1015625
2008,Mark Rosman,5.0
2008,Lars Jacobson,4.8984375
2008,Amardeep Kaleka,4.8984375
2008,Tom McLoughlin,5.19921875
2008,Steve Hoefer,5.69921875
2008,Nathan Frankowski,4.5
2008,Ã–zgÃ¼r Yildirim,6.30078125
2008,Shane Meadows,6.80078125
2008,Mikael Salomon,3.69921875
2008,Joel Anderson,5.8984375
2008,Rocco Urbisci,7.0
2008,Christopher Denham,4.69921875
2008,Paul Gross,5.5
2008,Richard Gale,6.6015625
2008,Michael McGowan,7.1015625
2008,Mauro Lima,7.30078125
2008,Antoine de Caunes,6.0
2008,Denny Tedesco,6.80078125
2008,John Lasseter,6.19921875
2008,Victor Navone,6.19921875
2008,Rob Gibbs,6.19921875
2008,Daniel Barnz,6.8984375
2008,Paul Hoen,4.69921875
2008,Peggy Holmes,6.69921875
2008,Marc Caro,4.5
2008,Kristopher Belman,6.3984375
2008,Bruce Hendricks,5.8984375
2008,Oliver Irving,4.5
2008,Nacho G. Velilla,5.30078125
2009,James Cameron,7.1015625
2009,Quentin Tarantino,7.69921875
2009,Patrick Tatopoulos,6.19921875
2009,David Yates,7.30078125
2009,Bob Peterson,7.6015625
2009,Pete Docter,7.6015625
2009,J.J. Abrams,7.30078125
2009,McG,5.80078125
2009,Neill Blomkamp,7.1015625
2009,Guy Ritchie,6.8984375
2009,Marc Webb,7.30078125
2009,Carlos Saldanha,6.3984375
